kod,vyucujici,role,datum,rocnik,program,text
NTIN066,,cvičení,18.02.2024,1. Ročník,Informatika - Diskrétní modely a algoritmy,"Na cvičeních jsme si vždy shrnuli látku z přednášky a poté jsme řešili úlohy, které byly rozumně složité tak, aby se daly vyřešit. Cvičení mě bavila. Také mi přišlo, že účast na cvičeních byla opravdu výhodná pro řešení úkolů."
NTIN066,,cvičení,13.02.2024,1. ročník,Informatika - Diskrétní modely a algoritmy,"Cvičení je koncipováno dobře. Líbí se mi, že jsou experimentální i programovací úlohy."
NTIN066,,cvičení,25.01.2024,1. Ročník,Informatika - Umělá inteligence,"Cvičení byly fajn. Typicky se řeší úlohy kolem zrovna probíranýho tématu + se dá diskutovat o úkolech. Možná je to leckdy trochu ""navíc"", ale člověk tam nemusí chodit. Přesto si myslím, že účast na cvičeních za to stojí."
NTIN066,,cvičení,13.01.2024,1. ročník,Informatika - Softwarové a datové inženýrství,"Úkoly byly dobře připravené, líbí se mi zadání na GitLabu a otevřené testy. Samotná cvičení jsem přestal navštěvovat, jelikož jsem v tom neviděl hlubší smysl. V případě dotazů bohatě stačila skvělá skripta."
NTIN066,,přednáška,15.02.2026,1. Ročník,Informatika - Softwarové systémy,"Datovky jsou převážně přínosný předmět, myslím, že probíraná témata jsou vybraná dobře. Jsem rád, že i na praktickém magisterském oboru takto teoretický předmět máme, i když jeho průchod pro mě byl velmi náročný, obzvlášť dostat do hlavy velmi technické a spletité důkazy, které jsou pro tento předmět standardem, mě stálo hodně času a energie. Velmi v tom ale pomohla vysoká kvalita přednášek Pavla Veselého a skript Martina Mareše."
NTIN066,,přednáška,15.02.2026,1. ročník,Informatika - Softwarové systémy,"Za mě je to předmět nabitý důležitými informacemi, které se hodí v každé specializaci. Přednášky byly za mě těžko uchopitelné, ale ty nejdůležitější koncepty jsem si z nich odnesl. Hlavní přínos předmětu za mě byly cvičení, které vedl RNDr. Jiří Fink. Podle minulých let studentům nevyhovoval jako přednášející, ale na cvičeních byl super, hodně jsem si z nich odnesl a jelikož nás chodilo opravdu málo tak to bylo hodně individuální. Je třeba si trošku zvyknout jeho způsob mluvení. Má velké mezery mezi větami, takže jsem si často myslel, že jsem řekl něco špatně. Ale ve finále má celkem přátelský přístup a dokáže velice dobře vysvětlovat složité koncepty. Úkoly byly víceméně jednoduché až na výjímky v podobě experimentů. Ty jsou celkem tři a každý z nich mi zabavil alespoň den, ale skvěle si na nich vysvětlíte a ujasníte věci co jste zjistili na přednáškách. Zkouška byla náročná, ale díky kvalitním skriptám od Martina Mareše a zvěřejněným otázkám je celkem přímočaré se na ni naučit."
NTIN066,,přednáška,15.02.2026,1. Ročník,Informatika - Umělá inteligence,Velice dobře koncipovaný předmět. Látka do sebe velice dobře zapadá.
NTIN066,,přednáška,09.02.2026,1. ročník,Informatika - Softwarové systémy,Obsahem přednášky byl hezký průřez pokročilejšími datovými strukturami a jejich aplikacemi. Tyto témata byly hezky a srozumitelně předvedeny.
NTIN066,,přednáška,06.02.2026,4. ročník,Informatika,"Prednášky sú veľmi zaujímavé a rozširujú obzory klasickej algoritmizácie a ADS. Je pekné, že sú nahrávané, ale stalo sa, že niektoré prednášky sa nepodarilo nahrať. Našťastie, Průvodce labyrintem algoritmů od Martina Mareša je veľmi dobrým zdrojom na vyplnenie týchto medzier."
NTIN066,,přednáška,06.02.2026,3. Ročník,Informatika,Předmět mě celkem bavil.
NTIN066,,přednáška,02.02.2026,1. ročník,Informatika - Umělá inteligence,Co se mi líbilo: * Kvalitní přednáškový text od Martina Mareše (bohužel nepokrývá všechna témata) Co se mi nelíbilo/nevyhovovalo: * Nepoužitelné slajdy * Ze slajdů se bez občas chybějícího záznamu zpětně nedalo nic naučit.
NTIN066,,přednáška,22.01.2026,1. ročník,Informatika - Softwarové systémy,Zajímavý předmět :)
NTIN066,,přednáška,16.02.2025,1. Ročník,Informatika - Softwarové a datové inženýrství,"Předmět prochází mnohé zajímavé oblasti z tématu datových struktur. Je kladen důraz na důkazy složitostí operací, což podle mě nemá moc velký přínos pro velkou část studentů, obzvláště s ohledem na fakt, že předmět je povinný snad pro všechny magisterské obory. Osobně bych ocenil širší záběr s menším důrazem na rigoróznost. To už by ale asi nebyl matfyz. Na druhou stranu pochopení důkazů vede k vynucení hlubšího pochopení samotných struktur, což nemusí být na škodu."
NTIN066,,přednáška,16.02.2025,1. Ročník,Informatika - Jazykové technologie a počítačová lingvistika,"Zajímavost předmětu pro zvolený magisterský obor byla zlomková - to není ale nutně chyba předmětu, spíš jeho zařazení mezi povinné napříč všemi obory."
NTIN066,,přednáška,02.02.2025,1. ročník,Informatika - Umělá inteligence,"Témy boli zaujímavé. Ocenil by som keby prednášajúci rozobral podrobnejšie metódy a vety, ktoré boli odprezentované. Napríklad viac rozobrať potenciálovú metódu, kedže ju používame všade."
NTIN066,,přednáška,29.01.2025,4. ročník,Informatika,"Je dobré, že je předmět povinen. Myslím, že je důležité umět fungování a složitost datových struktur neboť lze tyto znalosti velmi dobře uplatnit i v praxi. Myslím, že by mohl být předmět poněkud méně teoretický."
NTIN066,,přednáška,09.01.2025,3. Ročník,Informatika,Dobrý předmět.
NTIN066,,přednáška,26.06.2024,1. Ročník,Computer Science - Artificial Intelligence,The course covers some interesting data structures that are very much practical. It dives deep into the theory behind the practicality of the operations on different data structures. The course has ample written resources. The teachers also offer to explain introductory content for students without a CS background. The course provides value to students both with and without a CS background.
NTIN066,,přednáška,18.02.2024,1. Ročník,Informatika - Diskrétní modely a algoritmy,"Předmět byl opravdu dost zajímavý a často mě mrzelo, že se nějakým strukturám nevěnujeme ještě více. K látce jsou často k dispozici textíky, ale je to jeden z mála předmětů, u kterých jsem na přednášky chodila s radostí a zájmem. Rozhodně doporučuji chodit na přednášky."
NTIN066,,přednáška,17.02.2024,4. ročník,Informatika,"Celkově velmi dobré. Jako malý zápor mi přijde, že předmět jde moc do hloubky v některých věcech. Pro mnohé, kteří přišli z jiných škol a pokračují v neteoretickém oboru to může být naposledy, kdy budou řešit složitější důkazy. Nicméně si myslím, že pan dr. Mareš vše velice pěkně vysvětluje."
NTIN066,,přednáška,13.02.2024,1. ročník,Informatika - Diskrétní modely a algoritmy,"Tento předmět je povinný pro všechny specializace a myslím si, že se jedná o velice zajímavý a dobře vyučovaný předmět."
NTIN066,,přednáška,13.01.2024,1. ročník,Informatika - Softwarové a datové inženýrství,"Některá témata mě zaujala více (různé stromy, suffixové pole, paralelní DS), jiná zase méně (zejména hešování). Osobně si myslím, že by bylo dobré se zaměřit trochu více na aplikace a praktické využití, například porovnat efektivitu různých implementací stromů, než věnovat čas některým techničtějším důkazům."
NTIN090,"RNDr. Petr Kučera, Ph.D.",cvičení,15.02.2026,1. Ročník,Informatika - Umělá inteligence,"Vyučující vede cvičení velice dobře, individuálně odpovídá na dotazy."
NTIN090,"RNDr. Petr Kučera, Ph.D.",cvičení,15.02.2026,1. Ročník,Computer Science - Discrete Models and Algorithms,"The professor was kind enough to allow for corrections in case our homework solutions were not correct, which is much appreciated."
NTIN090,"RNDr. Petr Kučera, Ph.D.",cvičení,15.02.2026,1. Ročník,Computer Science - Artificial Intelligence,He is very attentive to questions and encourages the students to ask. He always explains when asked even if it might be trivial
NTIN090,"RNDr. Petr Kučera, Ph.D.",cvičení,14.02.2026,1. ročník,Informatika - Softwarové systémy,"Styl cvičení mi vcelku vyhovoval, byl takový pasivnější, kdy studenti řešili zadané úkoly a po nějaké době je pan doktor předvedl na tabuli. Vážím si i vypracovaných úkolů na moodlu, které tam pan doktor po cvičení nahrál. Nevadilo tedy, když jste na některých cvičeních nebyli. Domácí úkoly byly adekvátně těžké a jejich hodnocení bylo férové až možná trochu mírné."
NTIN090,"RNDr. Petr Kučera, Ph.D.",cvičení,06.02.2026,1. Ročník,Informatika - Teoretická informatika,"Cenil jsem mimo jiné Vaši důslednost na kvalitu záznamů a přenosu, byť jsem je sám nevyužil."
NTIN090,"RNDr. Petr Kučera, Ph.D.",cvičení,06.02.2026,3. Ročník,Informatika,Velmi milý vyučující. :)
NTIN090,"RNDr. Petr Kučera, Ph.D.",cvičení,14.01.2026,1. Ročník,Informatika - Softwarové a datové inženýrství,Oceňuji klidnou náturu cvičícího a rozumné rozvrhování práce na cvičeních.
NTIN090,"RNDr. Petr Kučera, Ph.D.",cvičení,14.01.2026,1. Ročník,Informatika - Teoretická informatika,Cvičení se mi osobně zdálo velmi jednoduché a úkoly také.
NTIN090,"RNDr. Petr Kučera, Ph.D.",cvičení,13.01.2026,2. Ročník,Učitelství matematiky pro střední školy,"Vysvětluje skvěle i na dvojnásobnou rychlost. Snaží se to přiblížit studentům. Na cvika jsem nechodil, protože bych ho stejně potřeboval věčně po ruce a na to není prostor, tedy volím AI doma."
NTIN090,"RNDr. Petr Kučera, Ph.D.",cvičení,16.02.2025,1. Ročník,Informatika - Teoretická informatika,"Oceňujem pripravenosť, dostupnosť zadaní, a hlavne i ich riešení, problémov riešených na cvičení."
NTIN090,"RNDr. Petr Kučera, Ph.D.",cvičení,18.02.2024,1. Ročník,Computer Science - Artificial Intelligence,"I wish he could have explained practical 5 relating to reduction of vertex cover to similar problems a little slower and in more details. Appart from that, it was well explained."
NTIN090,"RNDr. Petr Kučera, Ph.D.",cvičení,18.02.2024,1. Ročník,Informatika - Umělá inteligence,"Cvičení byla velice dobře vedená a nemám co vytknout. Domácí úkoly byly akorát těžké, kde si procvičíte látku ze cvičení."
NTIN090,"RNDr. Petr Kučera, Ph.D.",cvičení,14.02.2024,1. Ročník,Computer Science - Artificial Intelligence,"I accidentally used the following feedback in the course feedback section, so I copied the same below. Professor Kučera is remarkably easy-going and forthright. Initially, he introduces us to the problems at hand, followed by a discussion of solving techniques without revealing the answers outright. Subsequently, we delve into the questions, creating a well-balanced communication flow within the class. The dynamics are skillfully managed, avoiding dominance either from the teacher or the students. Professor Kučera actively encourages us to generate answers, gently guiding discussions and handling incorrect trains of thought with a thoughtful approach, investigating them further to provide proper clarification. Moreover, when faced with moments where students may not immediately know the answers, Professor Kučera patiently allows us ample time before offering hints, fostering a supportive and conducive learning environment. Additionally, his commitment to student understanding extends beyond the class hours. He graciously stayed after class to address my doubts, no matter how small, offering further clarification. Overall, his teaching style is not only effective but also inspiring."
NTIN090,"RNDr. Petr Kučera, Ph.D.",cvičení,13.02.2024,1. ročník,Informatika - Jazykové technologie a počítačová lingvistika,Výborné vedení cvičení. Cvičící píše na tabuli a studenti reagují na jeho dotazy. Díky cvičením jsem neměl problémy s úkoly.
NTIN090,"RNDr. Petr Kučera, Ph.D.",přednáška,15.02.2026,1. Ročník,Informatika - Umělá inteligence,"Přednášející dokáže, i přes náročnost látky, skvěle cokoli dovysvětlit."
NTIN090,"RNDr. Petr Kučera, Ph.D.",přednáška,15.02.2026,1. Ročník,Computer Science - Artificial Intelligence,"He is very prepared, however, the topics are quite abstract and I think he could make the content a bit more digestible"
NTIN090,"RNDr. Petr Kučera, Ph.D.",přednáška,15.02.2026,1. Ročník,Computer Science - Discrete Models and Algorithms,The teacher is excellent and teaches the course greatly. He also made recordings for people who could not come to the classes (which was the case with me since I had an overlap) and I really appreciate that. He was open to helping students and I don't think I have any objections.
NTIN090,"RNDr. Petr Kučera, Ph.D.",přednáška,14.02.2026,1. ročník,Informatika - Softwarové systémy,"Pan doktor Kučera přednášel celkem pěkně. Občas byl projev monotónní a zněl, jak by se u toho strašně nudil, ale to je spíš detail. Přišlo mi humorné, když pan doktor po přednesu nějaké šílené věty, kde se třikrát strčil turingův stroj sám do sebe a pak dvakrát obrátil naruby, aby z toho vylezl nějaký převratný důsledek, prohlásil ""no ale to jsme asi tak čekaly a není to moc zajímavé no"" :D. Musím zde ještě vypíchnout slajdy, jelikož ty jsou jedny z nejlepších, které jsem za celou dobu na MFF viděl. Jejich kvalita je opravdu neskutečná. Také si velmi vážím nahrávek, které pan doktor pořizoval (nebo dodal z minulých let)."
NTIN090,"RNDr. Petr Kučera, Ph.D.",přednáška,10.02.2026,2. Ročník,Učitelství matematiky pro střední školy,"Oceňuji přístup ke studentům a pečlivá srozumitelná kritéria pro zakončení předmětu včetně pečlivé přípravy všech materiálů, které jsou k tomu potřeba."
